REP,ROW,TREAT_NAME,CONCATENATE TREATMENT,TREE_NMBR,SPECIES,DATE,HT,DIAM,DATE,BROWSE Y/N,MORT Y/N,HT,INITIAL & CURRENT HEIGHT,BROWSE LOSS,BROWSE FREQUENCY,MORTALITY COUNT,DATE,BROWSE Y/N,MORT Y/N,HT,CURRENT HEIGHT,BROWSE LOSS,BROWSE FREQUENCY,MORTALITY COUNT,DATE,BROWSE Y/N,MORT Y/N,HT,CURRENT HEIGHT,BROWSE LOSS,BROWSE FREQUENCY,MORTALITY COUNT
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,14,WRC,4/2/2015,22.86,2.286,4/10/2015,,,,22.86,0,0,0,6/2/2015,,,21.844,21.844,0,0,0,8/17/2015,Y,,19,19,2.844,1,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,15,WRC,4/2/2015,24.892,2.54,4/10/2015,,,,24.892,0,0,0,6/2/2015,Y,,21.844,21.844,3.048,1,0,8/17/2015,,,35,35,0,0,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,16,WRC,4/2/2015,28.702,3.556,4/10/2015,,,,28.702,0,0,0,6/2/2015,Y,,28.448,28.448,0.254,1,0,8/17/2015,,,40,40,0,0,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,17,WRC,4/2/2015,29.718,5.334,4/10/2015,,,,29.718,0,0,0,6/2/2015,Y,,30.988,30.988,0,1,0,8/17/2015,,,57,57,0,0,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,18,WRC,4/2/2015,30.48,2.794,4/10/2015,,,,30.48,0,0,0,6/2/2015,,,34.29,34.29,0,0,0,8/17/2015,,,49,49,0,0,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,19,WRC,4/2/2015,28.194,2.794,4/10/2015,,,,28.194,0,0,0,6/2/2015,,,29.718,29.718,0,0,0,8/17/2015,,,36,36,0,0,0
1000 SWITCHBACK,C,WRC CTRL,WRC CTRL,20,WRC,4/2/2015,22.86,2.032,4/10/2015,,,,22.86,0,0,0,6/2/2015,Y,,26.416,26.416,0,1,0,8/17/2015,,,42,42,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,1,WRC,4/2/2015,27.94,3.81,4/10/2015,,,,27.94,0,0,0,6/2/2015,,,33.528,33.528,0,0,0,8/17/2015,,Y,40,40,0,0,1
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,2,WRC,4/2/2015,34.29,3.81,4/10/2015,,,,34.29,0,0,0,6/2/2015,,,44.45,44.45,0,0,0,8/17/2015,,,50,50,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,3,WRC,4/2/2015,51.562,4.826,4/10/2015,,,,51.562,0,0,0,6/2/2015,,,58.674,58.674,0,0,0,8/17/2015,,,66,66,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,4,WRC,4/2/2015,50.8,5.334,4/10/2015,,,,50.8,0,0,0,6/2/2015,,,57.15,57.15,0,0,0,8/17/2015,,,68,68,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,5,WRC,4/2/2015,43.942,4.064,4/10/2015,,,,43.942,0,0,0,6/2/2015,,,44.704,44.704,0,0,0,8/17/2015,Y,,40,40,4.704,1,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,6,WRC,4/2/2015,33.02,3.81,4/10/2015,,,,33.02,0,0,0,6/2/2015,,,34.29,34.29,0,0,0,8/17/2015,,,39,39,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,7,WRC,4/2/2015,37.592,4.318,4/10/2015,,,,37.592,0,0,0,6/2/2015,,,43.434,43.434,0,0,0,8/17/2015,,,55,55,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,8,WRC,4/2/2015,30.734,5.842,4/10/2015,,,,30.734,0,0,0,6/2/2015,,,37.592,37.592,0,0,0,8/17/2015,,,45,45,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,9,WRC,4/2/2015,23.114,0.508,4/10/2015,,,,23.114,0,0,0,6/2/2015,,Y,21.336,21.336,0,0,1,8/17/2015,,Y,20,20,0,0,1
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,10,WRC,4/2/2015,34.29,2.794,4/10/2015,,,,34.29,0,0,0,6/2/2015,,,34.036,34.036,0,0,0,8/17/2015,,,57,57,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,11,WRC,4/2/2015,34.036,3.302,4/10/2015,,,,34.036,0,0,0,6/2/2015,,,36.83,36.83,0,0,0,8/17/2015,,,44,44,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,12,WRC,4/2/2015,29.464,4.572,4/10/2015,,,,29.464,0,0,0,6/2/2015,,,29.972,29.972,0,0,0,8/17/2015,,,48,48,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,13,WRC,4/2/2015,37.338,2.54,4/10/2015,,,,37.338,0,0,0,6/2/2015,,,35.814,35.814,0,0,0,8/17/2015,,,51,51,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,14,WRC,4/2/2015,33.782,3.302,4/10/2015,,,,33.782,0,0,0,6/2/2015,,,33.782,33.782,0,0,0,8/17/2015,,,48,48,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,15,WRC,4/2/2015,26.162,2.286,4/10/2015,,,,26.162,0,0,0,6/2/2015,,,27.686,27.686,0,0,0,8/17/2015,,,40,40,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,16,WRC,4/2/2015,27.432,3.302,4/10/2015,,,,27.432,0,0,0,6/2/2015,,,26.162,26.162,0,0,0,8/17/2015,,,27,27,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,17,WRC,4/2/2015,24.13,2.794,4/10/2015,,,,24.13,0,0,0,6/2/2015,,,27.686,27.686,0,0,0,8/17/2015,,,42,42,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,18,WRC,4/2/2015,17.78,2.54,4/10/2015,,,,17.78,0,0,0,6/2/2015,,,17.78,17.78,0,0,0,8/17/2015,,,30,30,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,19,WRC,4/2/2015,23.114,23.368,4/10/2015,,,,23.114,0,0,0,6/2/2015,,,23.114,23.114,0,0,0,8/17/2015,,,52,52,0,0,0
1000 SWITCHBACK,D,PLANTSKYDD,PLANTSKYDD,20,WRC,4/2/2015,34.036,3.048,4/10/2015,,,,34.036,0,0,0,6/2/2015,,,33.274,33.274,0,0,0,8/17/2015,,Y,,,,0,1
1000 SWITCHBACK,E,VEXAR,VEXAR,1,WRC,4/2/2015,42.672,4.318,4/10/2015,,,,42.672,0,0,0,6/2/2015,,,44.958,44.958,0,0,0,8/17/2015,,,60,60,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,2,WRC,4/2/2015,31.75,3.048,4/10/2015,,,,31.75,0,0,0,6/2/2015,,,38.354,38.354,0,0,0,8/17/2015,,,61,61,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,3,WRC,4/2/2015,32.512,3.81,4/10/2015,,,,32.512,0,0,0,6/2/2015,,,36.322,36.322,0,0,0,8/17/2015,,,44,44,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,4,WRC,4/2/2015,32.004,4.064,4/10/2015,,,,32.004,0,0,0,6/2/2015,,,35.052,35.052,0,0,0,8/17/2015,,,49,49,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,5,WRC,4/2/2015,32.512,3.302,4/10/2015,,,,32.512,0,0,0,6/2/2015,,,33.782,33.782,0,0,0,8/17/2015,,,40,40,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,6,WRC,4/2/2015,46.482,5.08,4/10/2015,,,,46.482,0,0,0,6/2/2015,,,50.546,50.546,0,0,0,8/17/2015,,,52,52,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,7,WRC,4/2/2015,21.59,3.048,4/10/2015,,,,21.59,0,0,0,6/2/2015,,Y,20.066,20.066,0,0,1,8/17/2015,,Y,16,16,0,0,1
1000 SWITCHBACK,E,VEXAR,VEXAR,8,WRC,4/2/2015,35.56,4.064,4/10/2015,,,,35.56,0,0,0,6/2/2015,,,39.878,39.878,0,0,0,8/17/2015,,,65,65,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,9,WRC,4/2/2015,44.45,4.318,4/10/2015,,,,44.45,0,0,0,6/2/2015,,,51.562,51.562,0,0,0,8/17/2015,,,69,69,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,10,WRC,4/2/2015,45.72,7.112,4/10/2015,,,,45.72,0,0,0,6/2/2015,,,53.594,53.594,0,0,0,8/17/2015,,,60,60,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,11,WRC,4/2/2015,30.48,3.302,4/10/2015,,,,30.48,0,0,0,6/2/2015,,,27.686,27.686,0,0,0,8/17/2015,,,28,28,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,12,WRC,4/2/2015,39.37,4.064,4/10/2015,,,,39.37,0,0,0,6/2/2015,,,41.91,41.91,0,0,0,8/17/2015,,,54,54,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,13,WRC,4/2/2015,29.972,4.572,4/10/2015,,,,29.972,0,0,0,6/2/2015,,,30.988,30.988,0,0,0,8/17/2015,,Y,40,40,0,0,1
1000 SWITCHBACK,E,VEXAR,VEXAR,14,WRC,4/2/2015,25.4,3.556,4/10/2015,,,,25.4,0,0,0,6/2/2015,,,26.416,26.416,0,0,0,8/17/2015,,,22,22,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,15,WRC,4/2/2015,26.416,2.54,4/10/2015,,,,26.416,0,0,0,6/2/2015,,,21.336,21.336,0,0,0,8/17/2015,,Y,23,23,0,0,1
1000 SWITCHBACK,E,VEXAR,VEXAR,16,WRC,4/2/2015,22.86,2.032,4/10/2015,,,,22.86,0,0,0,6/2/2015,,,24.892,24.892,0,0,0,8/17/2015,,,28,28,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,17,WRC,4/2/2015,52.07,3.81,4/10/2015,,,,52.07,0,0,0,6/2/2015,,,56.388,56.388,0,0,0,8/17/2015,,,60,60,0,0,0
1000 SWITCHBACK,E,VEXAR,VEXAR,18,WRC,4/2/2015,16.51,3.556,4/10/2015,,,,16.51,0,0,0,6/2/2015,,Y,15.494,15.494,0,0,1,8/17/2015,,Y,14,14,0,0,1
1000 SWITCHBACK,E,VEXAR,VEXAR,19,WRC,4/2/2015,19.05,3.302,4/10/2015,,,,19.05,0,0,0,6/2/2015,,,19.304,19.304,0,0,0,8/17/2015,,Y,17,17,0,0,1
1000 SWITCHBACK,E,VEXAR,VEXAR,20,WRC,4/2/2015,33.782,3.048,4/10/2015,,,,33.782,0,0,0,6/2/2015,,,35.56,35.56,0,0,0,8/17/2015,,,49,49,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,1,WRC,4/2/2015,45.72,5.08,4/10/2015,,,,45.72,0,0,0,6/2/2015,,,58.42,58.42,0,0,0,8/17/2015,,,64,64,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,2,WRC,4/2/2015,44.45,5.334,4/10/2015,,,,44.45,0,0,0,6/2/2015,,,55.626,55.626,0,0,0,8/17/2015,,,59,59,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,3,WRC,4/2/2015,28.702,3.048,4/10/2015,,,,28.702,0,0,0,6/2/2015,,,35.306,35.306,0,0,0,8/17/2015,,Y,,,,0,1
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,4,WRC,4/2/2015,41.656,3.81,4/10/2015,,,,41.656,0,0,0,6/2/2015,,,46.99,46.99,0,0,0,8/17/2015,,,44,44,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,5,WRC,4/2/2015,35.052,3.556,4/10/2015,,,,35.052,0,0,0,6/2/2015,,,42.672,42.672,0,0,0,8/17/2015,,,47,47,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,6,WRC,4/2/2015,21.59,2.54,4/10/2015,,,,21.59,0,0,0,6/2/2015,,,25.146,25.146,0,0,0,8/17/2015,,,46,46,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,7,WRC,4/2/2015,27.94,2.794,4/10/2015,,,,27.94,0,0,0,6/2/2015,,,33.528,33.528,0,0,0,8/17/2015,,,34,34,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,8,WRC,4/2/2015,48.26,6.35,4/10/2015,,,,48.26,0,0,0,6/2/2015,,,52.07,52.07,0,0,0,8/17/2015,,,52,52,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,9,WRC,4/2/2015,21.336,2.794,4/10/2015,,,,21.336,0,0,0,6/2/2015,,,24.384,24.384,0,0,0,8/17/2015,,,72,72,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,10,WRC,4/2/2015,27.94,3.556,4/10/2015,,,,27.94,0,0,0,6/2/2015,,,30.226,30.226,0,0,0,8/17/2015,,,33,33,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,11,WRC,4/2/2015,24.892,3.048,4/10/2015,,,,24.892,0,0,0,6/2/2015,,,30.226,30.226,0,0,0,8/17/2015,,,44,44,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,12,WRC,4/2/2015,28.702,3.048,4/10/2015,,,,28.702,0,0,0,6/2/2015,,,28.448,28.448,0,0,0,8/17/2015,,,38,38,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,13,WRC,4/2/2015,25.146,3.048,4/10/2015,,,,25.146,0,0,0,6/2/2015,,,29.464,29.464,0,0,0,8/17/2015,,,42,42,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,14,WRC,4/2/2015,19.304,3.302,4/10/2015,,,,19.304,0,0,0,6/2/2015,,,23.114,23.114,0,0,0,8/17/2015,,,43,43,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,15,WRC,4/2/2015,25.4,3.048,4/10/2015,,,,25.4,0,0,0,6/2/2015,,,26.67,26.67,0,0,0,8/17/2015,,,32,32,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,16,WRC,4/2/2015,17.526,2.794,4/10/2015,,,,17.526,0,0,0,6/2/2015,,,18.034,18.034,0,0,0,8/17/2015,,,24,24,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,17,WRC,4/2/2015,23.114,24.638,4/10/2015,,,,23.114,0,0,0,6/2/2015,,,25.908,25.908,0,0,0,8/17/2015,,,28,28,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,18,WRC,4/2/2015,16.51,3.048,4/10/2015,,,,16.51,0,0,0,6/2/2015,,Y,14.986,14.986,0,0,1,8/17/2015,,Y,14,14,0,0,1
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,19,WRC,4/2/2015,22.352,23.368,4/10/2015,,,,22.352,0,0,0,6/2/2015,,,24.638,24.638,0,0,0,8/17/2015,,,31,31,0,0,0
1000 SWITCHBACK,F,FENCE CTRL,FENCE CTRL,20,WRC,4/2/2015,25.146,3.302,4/10/2015,,,,25.146,0,0,0,6/2/2015,,,25.654,25.654,0,0,0,8/17/2015,,,35,35,0,0,0
RR THIN,A,SS CTRL,SS CTRL,1,SS,4/2/2015,45.466,2.794,4/20/2015,,,,45.466,0,0,0,6/2/2015,,,51.816,51.816,0,0,0,8/17/2015,,,60,60,0,0,0
RR THIN,A,SS CTRL,SS CTRL,2,SS,4/2/2015,40.64,5.588,4/20/2015,,,,40.64,0,0,0,6/2/2015,,,53.848,53.848,0,0,0,8/17/2015,,,66,66,0,0,0
RR THIN,A,SS CTRL,SS CTRL,3,SS,4/2/2015,52.07,5.334,4/20/2015,,,,52.07,0,0,0,6/2/2015,,,60.96,60.96,0,0,0,8/17/2015,,,74,74,0,0,0
RR THIN,A,SS CTRL,SS CTRL,4,SS,4/2/2015,41.91,4.318,4/20/2015,,,,41.91,0,0,0,6/2/2015,,,56.134,56.134,0,0,0,8/17/2015,,,63,63,0,0,0
RR THIN,A,SS CTRL,SS CTRL,5,SS,4/2/2015,45.974,4.318,4/20/2015,,,,45.974,0,0,0,6/2/2015,,,56.642,56.642,0,0,0,8/17/2015,,Y,61,61,0,0,1
RR THIN,A,SS CTRL,SS CTRL,6,SS,4/2/2015,36.83,3.81,4/20/2015,,,,36.83,0,0,0,6/2/2015,,,44.45,44.45,0,0,0,8/17/2015,,Y,50,50,0,0,1
RR THIN,A,SS CTRL,SS CTRL,7,SS,4/2/2015,50.8,4.064,4/20/2015,,,,50.8,0,0,0,6/2/2015,,,58.42,58.42,0,0,0,8/17/2015,,,67,67,0,0,0
RR THIN,A,SS CTRL,SS CTRL,8,SS,4/2/2015,54.864,6.35,4/20/2015,,,,54.864,0,0,0,6/2/2015,,,60.198,60.198,0,0,0,8/17/2015,,,76,76,0,0,0
RR THIN,A,SS CTRL,SS CTRL,9,SS,4/2/2015,45.212,5.842,4/20/2015,,,,45.212,0,0,0,6/2/2015,,,54.61,54.61,0,0,0,8/17/2015,,,62,62,0,0,0
RR THIN,A,SS CTRL,SS CTRL,10,SS,4/2/2015,50.292,4.064,4/20/2015,,,,50.292,0,0,0,6/2/2015,,,50.038,50.038,0,0,0,8/17/2015,,,62.5,62.5,0,0,0
RR THIN,A,SS CTRL,SS CTRL,11,SS,4/2/2015,46.482,6.35,4/20/2015,,,,46.482,0,0,0,6/2/2015,,,55.88,55.88,0,0,0,8/17/2015,,,60,60,0,0,0
RR THIN,A,SS CTRL,SS CTRL,12,SS,4/2/2015,38.862,5.334,4/20/2015,,,,38.862,0,0,0,6/2/2015,,,45.974,45.974,0,0,0,8/17/2015,,,51,51,0,0,0
RR THIN,A,SS CTRL,SS CTRL,13,SS,4/2/2015,35.56,5.334,4/20/2015,,,,35.56,0,0,0,6/2/2015,,,39.624,39.624,0,0,0,8/17/2015,,,46,46,0,0,0
RR THIN,A,SS CTRL,SS CTRL,14,SS,4/2/2015,35.814,3.81,4/20/2015,,,,35.814,0,0,0,6/2/2015,,,45.974,45.974,0,0,0,8/17/2015,,,50,50,0,0,0
RR THIN,A,SS CTRL,SS CTRL,15,SS,4/2/2015,35.56,4.064,4/20/2015,,,,35.56,0,0,0,6/2/2015,,,43.18,43.18,0,0,0,8/17/2015,,,49,49,0,0,0
RR THIN,A,SS CTRL,SS CTRL,16,SS,4/2/2015,46.99,5.08,4/20/2015,,,,46.99,0,0,0,6/2/2015,,,57.15,57.15,0,0,0,8/17/2015,,,66,66,0,0,0
RR THIN,A,SS CTRL,SS CTRL,17,SS,4/2/2015,47.752,5.334,4/20/2015,,,,47.752,0,0,0,6/2/2015,,,54.102,54.102,0,0,0,8/17/2015,,,61,61,0,0,0
RR THIN,A,SS CTRL,SS CTRL,18,SS,4/2/2015,33.274,4.318,4/20/2015,,,,33.274,0,0,0,6/2/2015,,,40.132,40.132,0,0,0,8/17/2015,,,45,45,0,0,0
RR THIN,A,SS CTRL,SS CTRL,19,SS,4/2/2015,47.752,5.334,4/20/2015,,,,47.752,0,0,0,6/2/2015,,,57.15,57.15,0,0,0,8/17/2015,,,63,63,0,0,0
RR THIN,A,SS CTRL,SS CTRL,20,SS,4/2/2015,47.752,5.842,4/20/2015,,,,47.752,0,0,0,6/2/2015,,,62.738,62.738,0,0,0,8/17/2015,,,69.5,69.5,0,0,0
RR THIN,B,PLANTSKYDD,PLANTSKYDD,1,WRC,4/2/2015,45.974,4.064,4/20/2015,Y,,44.704,44.704,1.27,1,0,6/2/2015,Y,,47.244,47.244,0,1,0,8/17/2015,Y,Y,50,50,0,1,1
RR THIN,B,PLANTSKYDD,PLANTSKYDD,2,WRC,4/2/2015,55.626,5.08,4/20/2015,,,,55.626,0,0,0,6/2/2015,,,61.722,61.722,0,0,0,8/17/2015,,,67,67,0,0,0
RR THIN,B,PLANTSKYDD,PLANTSKYDD,3,WRC,4/2/2015,31.75,4.572,4/20/2015,,,,31.75,0,0,0,6/2/2015,,,32.766,32.766,0,0,0,8/17/2015,,,32,32,0,0,0
RR THIN,B,PLANTSKYDD,PLANTSKYDD,4,WRC,4/2/2015,39.37,3.556,4/20/2015,,,,39.37,0,0,0,6/2/2015,Y,,40.894,40.894,0,1,0,8/17/2015,Y,Y,40,40,0.894,1,1
RR THIN,B,PLANTSKYDD,PLANTSKYDD,5,WRC,4/2/2015,40.386,4.318,4/20/2015,,,,40.386,0,0,0,6/2/2015,,,45.212,45.212,0,0,0,8/17/2015,,Y,47,47,0,0,1
RR THIN,B,PLANTSKYDD,PLANTSKYDD,6,WRC,4/2/2015,37.592,4.826,4/20/2015,,,,37.592,0,0,0,6/2/2015,,,45.72,45.72,0,0,0,8/17/2015,,,52,52,0,0,0
RR THIN,B,PLANTSKYDD,PLANTSKYDD,7,WRC,4/2/2015,27.686,1.524,4/20/2015,,,,27.686,0,0,0,6/2/2015,Y,,27.432,27.432,0.254,1,0,8/17/2015,Y,Y,40,40,0,1,1
RR THIN,B,PLANTSKYDD,PLANTSKYDD,8,WRC,4/2/2015,27.94,2.794,4/20/2015,,,,27.94,0,0,0,6/2/2015,,,30.48,30.48,0,0,0,8/17/2015,,Y,35,35,0,0,1
RR THIN,B,PLANTSKYDD,PLANTSKYDD,9,WRC,4/2/2015,38.862,3.556,4/20/2015,,,,38.862,0,0,0,6/2/2015,,,44.704,44.704,0,0,0,8/17/2015,,,47,47,0,0,0
RR THIN,B,PLANTSKYDD,PLANTSKYDD,10,WRC,4/2/2015,32.512,3.81,4/20/2015,,,,32.512,0,0,0,6/2/2015,,,40.64,40.64,0,0,0,8/17/2015,,Y,42,42,0,0,1
RR THIN,B,PLANTSKYDD,PLANTSKYDD,11,WRC,4/2/2015,26.162,3.048,4/20/2015,,,,26.162,0,0,0,6/2/2015,Y,,28.448,28.448,0,1,0,8/17/2015,Y,Y,35,35,0,1,1
RR THIN,B,PLANTSKYDD,PLANTSKYDD,12,WRC,4/2/2015,32.512,4.826,4/20/2015,,,,32.512,0,0,0,6/2/2015,,,36.83,36.83,0,0,0,8/17/2015,,Y,40,40,0,0,1
RR THIN,B,PLANTSKYDD,PLANTSKYDD,13,WRC,4/2/2015,28.702,3.556,4/20/2015,,,,28.702,0,0,0,6/2/2015,Y,,36.068,36.068,0,1,0,8/17/2015,,,39,39,0,0,0
RR THIN,B,PLANTSKYDD,PLANTSKYDD,14,WRC,4/2/2015,34.544,4.064,4/20/2015,,,,34.544,0,0,0,6/2/2015,,,40.64,40.64,0,0,0,8/17/2015,,,38,38,0,0,0
RR THIN,B,PLANTSKYDD,PLANTSKYDD,15,WRC,4/2/2015,43.942,4.318,4/20/2015,,,,43.942,0,0,0,6/2/2015,,,41.402,41.402,0,0,0,8/17/2015,,Y,45,45,0,0,1
RR THIN,B,PLANTSKYDD,PLANTSKYDD,16,WRC,4/2/2015,32.004,2.54,4/20/2015,,,,32.004,0,0,0,6/2/2015,,,38.1,38.1,0,0,0,8/17/2015,,Y,42,42,0,0,1
RR THIN,B,PLANTSKYDD,PLANTSKYDD,17,WRC,4/2/2015,37.592,4.826,4/20/2015,,,,37.592,0,0,0,6/2/2015,Y,,43.434,43.434,0,1,0,8/17/2015,Y,Y,46,46,0,1,1
RR THIN,B,PLANTSKYDD,PLANTSKYDD,18,WRC,4/2/2015,26.416,3.048,4/20/2015,,,,26.416,0,0,0,6/2/2015,,,28.702,28.702,0,0,0,8/17/2015,,,33,33,0,0,0
RR THIN,B,PLANTSKYDD,PLANTSKYDD,19,WRC,4/2/2015,21.082,3.048,4/20/2015,,,,21.082,0,0,0,6/2/2015,Y,,22.86,22.86,0,1,0,8/17/2015,,,30,30,0,0,0
RR THIN,B,PLANTSKYDD,PLANTSKYDD,20,WRC,4/2/2015,19.812,2.794,4/20/2015,,,,19.812,0,0,0,6/2/2015,,,18.542,18.542,0,0,0,8/17/2015,,Y,20,20,0,0,1
RR THIN,C,WRC CTRL,WRC CTRL,1,WRC,4/2/2015,25.4,2.286,4/20/2015,Y,,15.748,15.748,9.652,1,0,6/2/2015,Y,,21.59,21.59,3.81,1,0,8/17/2015,Y,Y,18,18,3.59,1,1
RR THIN,C,WRC CTRL,WRC CTRL,2,WRC,4/2/2015,31.496,2.54,4/20/2015,Y,,24.892,24.892,6.604,1,0,6/2/2015,Y,,29.21,29.21,2.286,1,0,8/17/2015,Y,Y,27,27,2.21,1,1
RR THIN,C,WRC CTRL,WRC CTRL,3,WRC,4/2/2015,37.592,3.81,4/20/2015,Y,,35.052,35.052,2.54,1,0,6/2/2015,Y,,45.974,45.974,0,1,0,8/17/2015,Y,Y,53,53,0,1,1
RR THIN,C,WRC CTRL,WRC CTRL,4,WRC,4/2/2015,41.91,4.572,4/20/2015,,,,41.91,0,0,0,6/2/2015,Y,,44.45,44.45,0,1,0,8/17/2015,,,45,45,0,0,0
RR THIN,C,WRC CTRL,WRC CTRL,5,WRC,4/2/2015,40.386,3.556,4/20/2015,,,,40.386,0,0,0,6/2/2015,Y,,45.212,45.212,0,1,0,8/17/2015,Y,Y,41,41,4.212,1,1
RR THIN,C,WRC CTRL,WRC CTRL,6,WRC,4/2/2015,27.432,2.54,4/20/2015,Y,,27.686,27.686,0.254,1,0,6/2/2015,,,33.782,33.782,0,0,0,8/17/2015,,,41,41,0,0,0
RR THIN,C,WRC CTRL,WRC CTRL,7,WRC,4/2/2015,26.416,4.826,4/20/2015,,,,26.416,0,0,0,6/2/2015,Y,Y,29.464,29.464,0,1,1,8/17/2015,,Y,38,38,0,0,1
RR THIN,C,WRC CTRL,WRC CTRL,8,WRC,4/2/2015,31.75,4.064,4/20/2015,,,,31.75,0,0,0,6/2/2015,,,36.068,36.068,0,0,0,8/17/2015,,Y,37,37,0,0,1
RR THIN,C,WRC CTRL,WRC CTRL,9,WRC,4/2/2015,31.75,3.302,4/20/2015,,,,31.75,0,0,0,6/2/2015,,,35.56,35.56,0,0,0,8/17/2015,,,53,53,0,0,0
RR THIN,C,WRC CTRL,WRC CTRL,10,WRC,4/2/2015,40.132,4.064,4/20/2015,,,,40.132,0,0,0,6/2/2015,,,48.26,48.26,0,0,0,8/17/2015,,Y,31,31,0,0,1
RR THIN,C,WRC CTRL,WRC CTRL,11,WRC,4/2/2015,44.196,4.572,4/20/2015,,,,44.196,0,0,0,6/2/2015,,,50.292,50.292,0,0,0,8/17/2015,,Y,39,39,0,0,1
RR THIN,C,WRC CTRL,WRC CTRL,12,WRC,4/2/2015,35.56,3.556,4/20/2015,,,,35.56,0,0,0,6/2/2015,,,39.37,39.37,0,0,0,8/17/2015,,Y,42,42,0,0,1
RR THIN,C,WRC CTRL,WRC CTRL,13,WRC,4/2/2015,39.878,3.556,4/20/2015,,,,39.878,0,0,0,6/2/2015,,,36.068,36.068,0,0,0,8/17/2015,,Y,29,29,0,0,1
RR THIN,C,WRC CTRL,WRC CTRL,14,WRC,4/2/2015,25.4,2.54,4/20/2015,,,,25.4,0,0,0,6/2/2015,Y,,26.162,26.162,0,1,0,8/17/2015,Y,,22,22,4.162,1,0
RR THIN,C,WRC CTRL,WRC CTRL,15,WRC,4/2/2015,27.432,2.286,4/20/2015,,,,27.432,0,0,0,6/2/2015,Y,,18.796,18.796,8.636,1,0,8/17/2015,Y,Y,23,23,0,1,1
